lon,lat,name,address,pname,cityname,business_area,type
103.879296,30.551320,天财(原顺发)货运部,黄温路,四川省,成都市,,生活服务;物流速递;物流速递
104.020051,30.572737,成都佳尚物流有限公司,黄荆路201号,四川省,成都市,,生活服务;物流速递;物流速递
103.901706,30.655598,隆涛货运,双九路五段(成都仁万仓储服务有限公司),四川省,成都市,九江,生活服务;物流速递;物流速递
103.964821,30.463226,成都利耀国际物流有限公司,公兴镇货运大道868号A-6仓库,四川省,成都市,,生活服务;物流速递;物流速递
103.975948,30.540945,闽众物流,西航港大道中三段与腾飞路交叉路口北侧,四川省,成都市,,生活服务;物流速递;物流速递
103.984742,30.505241,成都众智物流,空港四路,四川省,成都市,,生活服务;物流速递;物流速递
104.019765,30.560776,鸿发食品配送,成渝环线高速(成都华丰食品城),四川省,成都市,白家,生活服务;物流速递;物流速递
103.879726,30.632648,宏兴源物流仓储,成温邛快速路,四川省,成都市,,生活服务;物流速递;物流仓储场地
103.974467,30.565738,八时物流科技(成都)有限公司,临港路一段32号东航中心T1 B塔601室,四川省,成都市,,生活服务;生活服务场所;生活服务场所
103.913435,30.633905,鑫盛瑞吉物流,成新蒲大道辅路,四川省,成都市,九江,生活服务;物流速递;物流速递
103.917549,30.635767,平顺达物流公司,成新蒲大道辅路,四川省,成都市,九江,生活服务;物流速递;物流速递
103.918637,30.637289,长顺旺物流公司,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
104.017978,30.558174,铁运达物流有限公司,丰华路,四川省,成都市,白家,生活服务;物流速递;物流速递
103.973081,30.552330,快捷通物流,物流大道,四川省,成都市,,生活服务;物流速递;物流速递
104.020595,30.559924,双流区达达立达货运服务部,成渝环线高速(成都华丰食品城),四川省,成都市,白家,生活服务;物流速递;物流速递
103.964842,30.546588,双流货运,[],四川省,成都市,,生活服务;物流速递;物流速递
103.918089,30.636940,金成通物流有限公司,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.879094,30.550936,宏顺物流(刘家货运部),彭镇长宏物流园,四川省,成都市,,生活服务;物流速递;物流速递
103.865660,30.644009,华旺物流有限公司,彭镇柑梓树宏兴源物流园,四川省,成都市,,生活服务;物流速递;物流速递
103.918403,30.635565,四川中越物流有限公司,成新蒲大道辅路,四川省,成都市,九江,生活服务;物流速递;物流速递
103.921991,30.643062,铭途物流(原远拓),大井西街(海纳百川物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.917271,30.636693,茂腾物流,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.938067,30.619636,和通物流,兴龙路,四川省,成都市,,生活服务;物流速递;物流速递
103.929755,30.600096,蓉德物流,星空路二段与航空路交叉路口往东约100米,四川省,成都市,东升,生活服务;物流速递;物流速递
103.929094,30.620714,心田物流,草金路(金石东方新材料设备公司西北侧约150米),四川省,成都市,九江,生活服务;物流速递;物流速递
104.137976,30.532027,同洲共济物流有限公司,新三路与新兴正街交叉路口东北侧(井水苑小区),四川省,成都市,,生活服务;物流速递;物流速递
103.921488,30.588613,成都兴诚物流有限公司,佳居路58号,四川省,成都市,东升,生活服务;物流速递;物流速递
103.948430,30.632744,鑫大发物流园,柑通路176号,四川省,成都市,九江,生活服务;物流速递;物流仓储场地
103.936804,30.624629,安正货运,草金路与柑通路交叉路口往西南约50米,四川省,成都市,九江,生活服务;物流速递;物流速递
103.936856,30.624758,海风物流(九江店),草金路5附4,四川省,成都市,九江,生活服务;物流速递;物流速递
103.976255,30.540837,成都快及送物流有限公司,[],四川省,成都市,,生活服务;物流速递;物流速递
103.917289,30.636258,昭通市严豪物流有限公司(原速安通),成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
104.020595,30.559948,海风物流,成渝环线高速(成都华丰食品城),四川省,成都市,白家,生活服务;物流速递;物流速递
103.948582,30.632939,君健物流,五桐路(松映坊东南侧),四川省,成都市,九江,生活服务;物流速递;物流速递
104.020820,30.560411,宜宾市林宣物流,成渝环线高速(成都华丰食品城),四川省,成都市,白家,生活服务;物流速递;物流速递
103.900886,30.656208,赤水红石物流,双九路五段(成都仁万仓储服务有限公司),四川省,成都市,九江,生活服务;物流速递;物流速递
103.976438,30.551789,上海康展物流成都分公司,通关路69号,四川省,成都市,,生活服务;生活服务场所;生活服务场所
103.916910,30.635870,祥藏物流,成新蒲大道辅路,四川省,成都市,九江,生活服务;物流速递;物流速递
104.021380,30.561484,龙程货运,成渝环线高速与川大路东延线交叉路口往西南约150米,四川省,成都市,白家,生活服务;物流速递;物流速递
103.900704,30.655247,安正物流,双九路五段,四川省,成都市,九江,生活服务;物流速递;物流速递
103.879801,30.551578,联蒙物流,黄温路(长宏物流园),四川省,成都市,,生活服务;物流速递;物流速递
103.967064,30.518863,佳尚物流,西航港街道西航港大道中四段776号,四川省,成都市,,生活服务;物流速递;物流仓储场地
103.928896,30.620308,聚盟点站旭永物流,万白路22号,四川省,成都市,九江,生活服务;物流速递;物流速递
103.967940,30.546592,四川金满仓物流有限公司,会缘路600号,四川省,成都市,,生活服务;物流速递;物流速递
103.904928,30.630692,正鑫物流,成温路成环路双九路双九路二段,四川省,成都市,九江,生活服务;物流速递;物流速递
104.052062,30.508405,迪亚斯物流,正西街与安公路一段交叉路口东侧(芙蓉佳园),四川省,成都市,,生活服务;物流速递;物流速递
103.866640,30.644791,长兴(长航)物流,柑梓树秭园物流仓储中心北100米,四川省,成都市,,生活服务;物流速递;物流速递
103.916894,30.636344,嘉顺物流(九江美河店),成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.927847,30.621288,金鑫快运,草金路,四川省,成都市,九江,生活服务;物流速递;物流速递
103.916946,30.635459,符氏托运部,成新蒲大道辅路,四川省,成都市,九江,生活服务;物流速递;物流速递
103.988506,30.563956,小东北天豪物流轿车托运,新珠峰进正门左侧,四川省,成都市,白家,生活服务;物流速递;物流速递
103.939265,30.620856,世才货运,好顺路4南90米,四川省,成都市,,生活服务;物流速递;物流速递
103.918655,30.636644,良伟货运,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.918016,30.636389,翼达货运部,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
103.918007,30.636234,同聚物流,成新蒲大道(九江线缆公司美河物流园),四川省,成都市,九江,生活服务;物流速递;物流速递
104.020767,30.560497,艺锋物流,成渝环线高速(成都华丰食品城),四川省,成都市,白家,生活服务;物流速递;物流速递
103.916506,30.635095,江华金瑞物流,成新蒲大道与九龙大道交叉路口往东北约150米,四川省,成都市,九江,生活服务;物流速递;物流速递
103.924932,30.620333,越川物流,星空路三段与万白路交叉路口往南约100米,四川省,成都市,九江,生活服务;物流速递;物流速递
